"Geneid","5-days-old","10-days-old","15-days-old","20-days-old","25-days-old","30-days-old","35-days-old","40-days-old","45-days-old","55-days-old"
"Glyma.10G276800",0.004,0.008,0.029,0.034,0.005,0.024,0.002,0,0.024,0.537
"Glyma.10G279300",24.722,22.404,13.385,10.273,6.618,9.892,7.587,5.938,9.678,1.693
"Glyma.10G280000",67.9,46.02,31.142,18.249,5.24,10.21,6.757,5.599,10.171,15.077
"Glyma.10G282900",21.111,15.842,15.643,11.18,6.222,9.075,6.305,4.469,2.774,0.49
"Glyma.10G286300",10.219,5.333,2.197,1.669,0.536,1.423,0.645,0.301,0.164,0.021
"Glyma.10G290000",26.278,18.026,12.514,10.245,5.815,7.724,5.908,5.077,4.743,1.883
"Glyma.10G292900",13.261,8.52,5.196,4.763,1.022,2.737,1.094,0.58,0.363,0.074
"Glyma.10G293800",179.373,207.679,144.74,99.762,48.425,48.469,42.748,22.533,21.131,10.075
"Glyma.10G294300",47.692,33.729,22.923,26.614,12.483,16.969,18.104,13.909,10.367,9.449
"Glyma.10G295300",0.004,0,0,0.012,0.017,0.01,0.019,0.019,0.027,2.255
"Glyma.11G000200",29.916,17.049,11.61,7.685,5.108,9.026,7.295,4.961,3.622,2.47
"Glyma.11G002700",20.104,16.063,11.292,10.071,7.608,8.552,6.07,4.315,2.713,1.812
"Glyma.11G005800",53.766,44.814,31.811,24.229,16.936,16.84,14.221,9.285,10.899,2.65
"Glyma.11G008500",15.255,8.899,5.171,4.465,3.373,3.946,3.055,2.257,2.137,0.263
"Glyma.11G008900",0.037,0.04,0.061,0.112,0.053,0.085,0.048,0.021,0.029,0.443
"Glyma.11G015600",22.36,16.367,11.732,10.208,4.585,6.957,3.888,2.151,0.985,0.073
"Glyma.11G017900",3.88,2.538,3.256,3.688,4.413,2.866,6.429,6.083,19.531,60.708
"Glyma.11G018000",0.399,1.81,2.099,2.941,13.615,5.261,13.971,23.497,104.11,258.506
"Glyma.11G018900",33.905,30.896,16.685,19.172,14.134,14.975,13.683,6.99,3.348,0.757
"Glyma.11G022400",0.091,0.099,0.126,0.17,0.49,0.165,0.444,0.726,4.948,20.47
"Glyma.11G023900",34.871,21.211,13.337,15.139,4.991,13.706,4.621,2.644,1.041,0.255
"Glyma.11G024100",7.626,21.28,21.751,32.349,45.566,31.9,44.778,64.182,107.47,237.768
"Glyma.11G027400",0.079,0.125,0.095,0.718,3.109,1.203,3.748,3.701,14.964,87.953
"Glyma.11G027500",3.762,2.542,1.356,0.648,0.438,0.712,0.595,0.439,0.221,0.154
"Glyma.11G041300",27.332,27.657,24.683,15.375,3.502,11.771,3.943,2.206,0.21,0.006
"Glyma.11G043800",59.399,40.212,16.102,15.044,5.579,12.977,5.232,5.011,0.821,0.01
"Glyma.11G047400",14.239,9.039,5.409,6.229,2.051,4.698,3.198,2.611,1.785,2.134
"Glyma.11G048200",12.856,6.511,5.251,3.02,2.078,2.966,2.596,2.323,2.269,0.423
"Glyma.11G051500",4.807,2.994,1.869,1.43,0.602,1.424,0.496,0.204,0.12,0.073
"Glyma.11G051900",0.008,0.006,0,0.021,0,0,0.006,0.046,0.236,3.828
"Glyma.11G052100",11.113,6.153,3.29,1.612,2.69,2.583,3.37,11.407,15.268,24.559
"Glyma.11G054200",7.465,5.488,5.443,7.43,11.782,7.814,11.335,6.431,8.033,3.978
"Glyma.11G055200",44.588,35.918,31.114,20.993,11.382,18.325,11.125,6.291,1.22,0.012
"Glyma.11G055300",0,0,0,0,0.087,0,0.091,0.07,0.74,10.326
"Glyma.11G055700",16.988,13.295,8.909,6.202,2.97,3.043,2.956,3.178,4.441,12.767
"Glyma.11G059100",0.034,0.049,0.144,3.356,62.712,10.559,177.607,450.671,1424.716,2688.876
"Glyma.11G062900",8.371,6.294,5.012,4.618,1.473,3.389,1.258,0.634,0.242,0.026
"Glyma.11G067800",65.203,64.206,52.752,43.242,36.675,46.606,34.497,35.783,30.471,22.42
"Glyma.11G076000",95.635,99.76,86.998,58.798,38.303,41.173,39.371,24.24,26.511,11.723
"Glyma.11G077400",0.927,2.643,0.332,0.65,0.35,0.691,0.324,0.657,0.229,1.605
"Glyma.11G078700",30.154,23.541,13.16,10.832,9.311,10.049,9.146,9.086,14.064,12.789
"Glyma.11G080400",0.102,0.03,0.02,0.017,0.027,0.025,0.05,0.053,0.168,4.726
"Glyma.11G080700",22.262,15.965,12.856,8.062,4.189,9.109,5.205,4.838,2.318,0.502
"Glyma.11G082300",0,0.004,0.003,0.028,0.179,0.004,0.215,0.7,2.359,57.443
"Glyma.11G084400",27.784,16.167,11.107,7.743,3.448,6.473,3.358,2.342,1.007,0.182
"Glyma.11G085500",12.161,10.429,8.542,9.458,4.013,5.817,3.983,1.849,0.756,0.441
"Glyma.11G087300",0,0.004,0,0,0.002,0,0.022,0.043,0.562,3.364
"Glyma.11G089400",13.908,12.725,8.646,10.22,6.518,8.953,6.201,3.44,1.908,0.086
"Glyma.11G089700",1.983,1.48,1.245,0.97,0.34,0.901,0.414,0.317,0.158,0.021
"Glyma.11G091400",0.075,0.021,0.028,0.011,0.606,0.035,0.706,1.062,2.828,42.919
"Glyma.11G093200",78.612,70.249,53.428,39.059,37.146,28.941,29.062,16.93,19.51,8.21
"Glyma.11G093900",1.08,0.496,0.196,0.216,0.35,0.303,0.439,0.416,2.281,7.023
"Glyma.11G095100",0,0,0,0,0.031,0.009,0.249,0.682,6.397,58.092
"Glyma.11G096200",16.17,18.852,16.289,11.881,5.828,7.692,5.657,2.476,2.138,0.229
"Glyma.11G098300",167.042,157.514,110.278,91.767,64.098,82.051,73.814,62.323,52.378,17.767
"Glyma.11G106400",17.745,11.76,7.221,8.252,4.183,8.488,5.083,4.266,2.101,0.992
"Glyma.11G106900",4.002,5.076,4.056,3.6,5.096,3.681,4.647,5.715,27.035,106.66
"Glyma.11G107700",45.476,35.554,19.975,21.306,12.579,14.75,13.253,7.662,5.024,1.95
"Glyma.11G109100",0.921,1.718,1.958,4.669,4.599,6.258,6.141,6.426,8.415,60.027
"Glyma.11G112000",16.697,14.396,10.055,8.117,4.396,7.863,4.298,2.836,0.909,0.151
"Glyma.11G113000",18.783,11.822,12.958,8.144,7.29,7.845,6.747,5.424,4.451,1.383
"Glyma.11G115000",65.883,52.02,40.943,32.569,21.834,25.578,15.479,10.741,2.421,0.25
"Glyma.11G120900",20.657,17.637,11.537,9.808,5.2,9.936,4.335,3.568,3.785,5.714
"Glyma.11G122600",0.166,0.349,0.678,1.193,0.597,0.888,0.419,0.713,1.469,34.085
"Glyma.11G125400",1.495,1.255,1.182,1.46,1.839,1.282,1.686,1.633,2.547,17.685
"Glyma.11G131200",0.267,0.252,0.263,0.719,5.351,1.222,5.247,4.352,17.116,38.101
"Glyma.11G135400",13.577,10,8.933,7.304,4.525,9.581,4.511,3.97,3.253,1.613
"Glyma.11G139600",5.53,3.617,1.355,1.793,0.674,1.313,1.127,0.637,0.694,0.206
"Glyma.11G147100",3.715,3.943,3.223,3.721,3.237,4.689,3.525,2.41,2.158,0.272
"Glyma.11G147900",0.635,1.498,4.67,6.177,12.453,9.314,8.491,4.455,1.58,0.449
"Glyma.11G151100",1.428,2.515,3.454,3.99,3.916,3.825,2.778,2.517,4.433,43.558
"Glyma.11G154200",65.519,52.83,33.018,27.989,16.827,19.992,14.995,10.883,6.248,3.998
"Glyma.11G156500",9.218,5.504,3.028,2.247,1.845,2.067,1.66,1.516,1.613,0.197
"Glyma.11G158400",22.098,16.302,9.586,6.52,4.469,4.84,4.419,2.781,4.634,1.433
"Glyma.11G161300",1.165,0.539,0.739,0.838,0.308,0.572,0.826,0.624,1.843,8.787
"Glyma.11G166500",18.979,11.727,7.442,6.241,1.316,4.988,1.798,0.898,0.486,0.196
"Glyma.11G171300",5.011,1.416,0.475,0.374,0.085,0.203,0.098,0.074,0.046,0.016
"Glyma.11G179000",30.6,20.469,17.195,14.804,5.252,7.756,4.673,2.786,3.115,1.814
"Glyma.11G181100",61.543,78.268,34.213,47.9,22.898,32.253,21.126,16.443,3.504,0.023
"Glyma.11G181400",43.703,31.53,23.36,15.006,11.542,12.718,10.604,7.364,7.849,3.595
"Glyma.11G185200",0.032,0.02,0.08,0.219,0.99,0.326,1.219,1.469,1.875,7.512
"Glyma.11G189600",9.663,10.075,7.556,5.669,2.904,3.766,2.017,0.645,0.494,0.638
"Glyma.11G194500",0.023,0.008,0,0.003,0.054,0.007,0.062,0.19,1.943,14.927
"Glyma.11G204200",8.926,5.519,4.335,4.55,2.679,4.166,2.849,1.462,0.758,0.135
"Glyma.11G209100",47.287,37.735,26.748,17.482,10.769,15.327,12.404,8.085,8.789,4.106
"Glyma.11G214800",60.216,43.088,27.138,17.986,12.806,16.252,12.211,10.501,9.03,4.402
"Glyma.11G215500",3.027,1.099,0.959,0.74,0.066,0.397,0.146,0.078,0.083,0.036
"Glyma.11G217400",4.015,3.743,2.263,3.055,2.261,2.867,1.968,1.367,1.063,9.501
"Glyma.11G218000",27.927,15.529,9.083,7.364,3.245,4.929,3.372,1.704,2.677,0.86
"Glyma.11G222300",0.004,0.024,0.027,0.012,0.029,0.013,0.036,0.028,0.091,1.113
"Glyma.11G222400",0.025,0.013,0.008,0.028,0.004,0.007,0.003,0.015,0.004,0.019
"Glyma.11G226000",0.218,0.361,0.371,0.134,0.041,0.158,0.079,0.097,0.201,13.097
"Glyma.11G226400",17.625,12.105,10.006,7.879,3.558,6.792,3.456,2.309,1.078,0.087
"Glyma.11G227300",3.892,2.657,1.987,1.257,1.491,1.338,1.801,2.555,9.985,52.715
"Glyma.11G228100",0.082,0.198,0.142,0.159,0.27,0.126,0.207,0.26,0.215,3.384
"Glyma.11G231100",27.057,19.099,17.663,15.144,13.305,13.84,11.973,8.399,10.757,5.797
"Glyma.11G231400",0.022,0.025,0.013,0,0.025,0.005,0.017,0.02,0.092,1.64
"Glyma.11G232200",2.626,2.82,1.751,1.839,0.581,2.194,0.636,0.428,0.163,0.034
"Glyma.11G232600",0.03,0.043,0.038,0.068,0.011,0.173,0.032,0.019,0,0.023
"Glyma.11G233700",77.438,48.937,26.584,14.147,6.446,10.118,6.121,5.199,3.889,1.511
"Glyma.11G234800",29.791,30.057,31.999,37.959,2.133,17.952,2.789,1.28,0.103,0.07
"Glyma.11G235500",3.345,3.29,2.473,2.788,2.807,2.665,2.973,2.948,5.047,19.749
"Glyma.11G237800",12.57,9.009,10.14,7.555,13.737,10.09,10.7,8.493,10.925,12.379
"Glyma.11G239400",2.761,2.501,0.941,1.339,3.335,1.404,5.865,6.088,19.208,51.411
"Glyma.11G239700",0.082,0.107,0.058,0.037,0.169,0.075,0.157,0.211,0.91,9.29
"Glyma.11G240400",14.016,7.481,4.918,4.193,1.619,3.094,1.406,0.573,0.197,0.017
"Glyma.11G241500",0.914,2.057,2.618,5.965,12.693,8.651,13.924,14.245,39.075,104.546
"Glyma.11G243700",23.079,14.328,10.297,8.591,6.049,7.788,5.422,4.599,3.098,0.56
"Glyma.11G245300",5.575,3.876,2.297,2.315,3.908,2.699,3.611,3.947,15.001,50.107
"Glyma.11G246600",0.027,0.048,0.011,0.018,0.048,0.04,0.048,0.291,2.976,29.987
"Glyma.11G248000",87.136,61.32,34.106,14.156,6.316,9.63,6.229,3.662,1.58,0.024
"Glyma.11G251700",45.715,38.804,28.019,22.057,9.078,22.45,10.164,7.579,8.072,1.417
"Glyma.11G255000",48.501,31.301,28.195,30.594,19.246,24.881,23.589,22.597,27.885,22.727
"Glyma.11G256200",14.651,9.956,9.861,7.622,5.105,8.752,4.183,3.142,1.619,0.914
"Glyma.12G001600",4.006,8.242,6.581,17.979,72.324,32.665,76.962,108.686,368.982,773.891
"Glyma.12G001900",59.326,44.716,29.749,22.213,12.866,15.429,10.707,6.937,5.107,1.26
"Glyma.12G005300",64.793,44.091,20.778,11.516,7.006,8.408,6.176,4.494,4.84,1.161
"Glyma.12G006300",9.074,6.713,2.269,1.667,0.911,1.179,0.645,0.274,0.125,0.023
"Glyma.12G009400",6.023,4.469,2.694,2.198,1.389,1.683,1.335,1.095,1.306,0.416
"Glyma.12G011200",16.104,10.327,6.849,6.448,3.472,4.056,3.157,1.802,1.013,0.044
"Glyma.12G013300",11.286,10.332,6.719,7.821,2.759,5.674,3.762,2.081,0.834,0.068
"Glyma.12G014200",0,0.005,0.012,0,0.003,0.014,0.004,0,0.008,0.006
"Glyma.12G014300",0.532,0.754,0.757,1.696,0.495,2.113,1.05,2.591,19.131,30.17
"Glyma.12G019400",35.97,27.551,18.943,11.12,7.017,9.173,6.194,4.805,6.515,0.556
"Glyma.12G020400",3.117,1.625,0.961,0.957,1.453,1.208,1.484,1.397,2.591,5.272
"Glyma.12G020700",24.279,19.373,17.513,13.633,8.223,11.499,6.653,4.852,4.486,1.792
"Glyma.12G022200",8.497,7.298,6.242,5.781,5.961,5.625,4.937,4.303,5.42,9.701
"Glyma.12G024500",152.972,129.638,80.782,58.557,34.049,48.194,33.552,25.314,16.827,4.589
"Glyma.12G032900",0.015,0.031,0.011,0.009,0.005,0.017,0.004,0.04,0.182,3.704
"Glyma.12G036700",144.658,134.222,63.192,55.114,22.366,30.247,29.132,23.276,20.633,4.181
"Glyma.12G036800",33.265,20.002,13.738,11.655,8.125,10.283,9.797,7.654,5.132,1.734
"Glyma.12G038200",12.922,10.205,7.576,6.909,2.75,5.036,2.57,1.359,0.31,0.078
"Glyma.12G038900",31.126,23.017,19.929,12.871,6.957,9.3,7.341,4.75,2.693,0.149
"Glyma.12G039400",3.116,2.261,1.192,0.845,0.357,0.684,0.464,0.351,0.385,0.476
"Glyma.12G040500",13.492,9.101,7.36,6.027,15.994,11.308,11.995,10.272,3.544,0.333
"Glyma.12G044000",50.547,39.022,33.249,22.714,18.932,22.799,16.11,14.694,13.521,8.121
"Glyma.12G051700",4.984,3.147,3.654,4.138,2.065,4.813,3.279,2.304,1.194,0.292
"Glyma.12G064600",80.265,55.117,33.973,31.764,16.551,18.91,20.357,14.481,10.793,0.65
"Glyma.12G067700",43.237,36.817,22.529,19.641,11.448,15.472,10.61,5.524,3.661,0.53
"Glyma.12G068300",19.004,11.134,14.922,7.586,4.434,5.28,5.346,2.891,2.372,4.216
"Glyma.12G072100",3.292,2.247,0.783,0.604,0.559,0.617,0.831,0.867,1.085,0.747
"Glyma.12G075800",24.203,15.333,10.472,8.309,4.449,5.814,3.996,2.018,1.656,1.165
"Glyma.12G076200",17.225,10.157,10.115,7.948,2.714,5.112,2.828,1.012,0.093,0.285
"Glyma.12G084500",0.042,0.043,0.038,0.026,0.037,0.008,0.135,0.239,2.279,43.481
"Glyma.12G089000",10.514,9.09,7.36,6.559,4.976,6.441,4.222,3.075,2.381,0.306
"Glyma.12G092000",18.301,20.727,9.428,17.968,4.51,10.083,6.38,4.813,0.97,0.011
"Glyma.12G092200",7.651,5.872,5.466,4.513,2.308,3.973,2.916,1.843,1.1,0.141
"Glyma.12G094500",29.583,17.307,16.107,11.517,5.773,5.853,5.32,3.236,4.718,7.066
"Glyma.12G100100",15.466,10.298,5.029,3.365,3.434,2.998,2.336,1.436,1.029,0.765
"Glyma.12G100500",0.012,0,0.004,0,0.012,0.002,0.002,0.007,0.037,0.609
"Glyma.12G101800",11.978,6.89,2.77,2.571,0.937,2.584,0.724,0.903,0.084,0
"Glyma.12G107600",34.634,28.052,21.57,17.89,11.226,16.592,8.452,5.238,1.607,0.094
"Glyma.12G116500",1.895,1.602,1.469,2.058,1.29,1.27,1.524,0.963,1.373,0.92
"Glyma.12G117700",13.137,7.896,5.685,2.798,1.334,3.066,1.67,1.032,1.176,0.464
"Glyma.12G118800",0.465,0.471,0.243,0.345,0.178,0.247,0.2,0.067,0.046,0.031
"Glyma.12G119200",0.999,1.036,0.582,0.436,1.062,0.28,0.652,0.587,0.469,0.238
"Glyma.12G120400",2.218,1.886,2.198,2.344,1.717,2.582,2.163,2.436,2.69,2.816
"Glyma.12G122400",0.292,0.734,1.393,3.086,15.376,5.395,16.194,23.724,119.134,293.529
"Glyma.12G122900",197.166,170.736,80.056,75.003,36.87,68.689,27.66,42.809,13.925,1.477
"Glyma.12G129600",13.723,12.684,9.852,9.352,8.937,9.029,7.621,7.806,6.656,3.554
"Glyma.12G129900",0,0.009,0.003,0,0,0.004,0,0.025,0.3,8.333
"Glyma.12G140100",55.899,47.846,27.17,24.83,7.634,18.557,6.9,2.218,0.385,0
"Glyma.12G141900",0,0,0.004,0.068,0.831,0.128,1.736,1.439,2.574,9.281
"Glyma.12G148200",15.004,10.005,8.202,7.038,3.225,9.675,2.871,1.537,0.256,0.039
"Glyma.12G148400",2.782,2.085,1.641,1.181,0.317,1.163,0.307,0.189,0.116,0.057
"Glyma.12G150500",1.234,15.77,9.721,23.13,23.707,11.896,11.906,28.403,17.897,75.504
"Glyma.12G156800",79.652,84.063,50.194,52.322,28.149,40.997,28.855,18.708,17.521,7.202
"Glyma.12G156900",21.832,12.716,4.587,4.712,1.593,4.023,2.433,1.813,3.44,18.671
"Glyma.12G159300",212.299,161.042,102.537,57.985,33.625,53.876,30.247,27.883,18.966,5.309
"Glyma.12G173500",7.323,6.751,6.006,5.695,23.999,11.518,28.928,28.798,23.542,12.07
"Glyma.12G174200",10.403,7.423,6.452,5.114,2.883,3.674,2.88,1.84,1.413,0.531
"Glyma.12G181900",9.879,6.693,3.619,4.257,3.779,3.93,3.469,2.783,1.07,0.044
"Glyma.12G186800",0.177,0.173,0.057,0.075,0.089,0.051,0.044,0.067,0.267,3.896
"Glyma.12G188600",6.89,4.349,2.637,2.052,1.193,1.327,1.142,0.699,1.735,3.107
"Glyma.12G193500",6.947,6.425,3.596,2.704,1.659,2.555,1.504,1.424,0.49,0.029
"Glyma.12G199400",39.586,43.757,22.294,23.702,10.512,17.046,8.171,9,1.421,0.184
"Glyma.12G200900",11.637,9.023,7.772,11.35,8.231,13.629,8.783,9.815,2.502,0.267
"Glyma.12G203800",10.208,4.772,3.456,2.513,1.4,2.056,1.48,1.102,0.739,0.195
"Glyma.12G204700",1.52,1.18,0.91,1.051,1.09,1.238,1.11,0.866,0.783,0.218
"Glyma.12G209300",4.924,4.411,3.981,3.965,2.065,3.104,2.461,1.229,0.701,0.138
"Glyma.12G210400",240.869,200.761,110.826,86.053,46.57,68.759,62.397,58.854,45.938,53.796
"Glyma.12G211000",21.142,15.728,15.36,10.898,7.936,9.249,7.049,4.852,5.328,1.208
"Glyma.12G212000",10.807,9.325,6.088,6.533,4.782,5.631,4.187,2.836,1.665,0.295
"Glyma.12G212200",0.076,0.024,0.044,0.016,0.029,0.022,0.037,0.008,0.01,0.053
"Glyma.12G213300",9.976,5.858,4.1,4.026,2.767,3.684,2.798,1.866,1.388,0.297
"Glyma.12G216100",1.737,2.503,2.265,3.524,9.52,5.455,9.482,9.089,27.038,98.748
"Glyma.12G219000",70.396,77.694,57.858,45.143,41.198,26.54,30.747,15.825,12.677,4.604
"Glyma.12G219700",12.827,4.683,0.205,0.183,0.016,0.073,0.032,0.007,0.058,0.069
"Glyma.12G220400",9.056,5.954,5.06,3.801,1.408,2.737,1.364,0.586,0.236,0.034
"Glyma.12G221000",3.074,2.509,1.803,1.531,1.272,1.822,1.53,1.946,3.248,8.106
"Glyma.12G221500",0.01,0.006,0.011,0.055,0.413,0.094,0.258,0.912,7.154,79.306
"Glyma.12G224500",15.424,10.178,7.071,5.581,2.671,3.821,2.573,1.919,1.387,0.413
"Glyma.12G226400",17.172,18.604,12.011,11.246,3.815,6.982,4.513,1.999,2.059,0.018
"Glyma.12G227300",21.819,18.205,15.007,10.881,6.745,9.028,4.976,2.819,1.061,0.125
"Glyma.12G228300",25.792,23.247,14.498,11.007,7.402,7.163,6.829,3.614,3.571,1.842
"Glyma.12G229200",17.058,9.177,5.079,5.223,1.593,4.921,2.325,0.712,0.205,0.022
"Glyma.12G231400",3.278,2.301,1.545,1.225,0.939,1.374,0.823,0.55,0.337,0.071
"Glyma.12G237300",25.862,13.202,9.135,6.726,5.582,6.435,4.832,4.727,4.67,2.288
"Glyma.13G030200",0,0,0,0,0.097,0,0.118,0.188,1.959,3.787
"Glyma.13G030400",4.307,3.535,2.591,2.619,1.792,2.212,1.86,1.503,2.473,2.847
"Glyma.13G030700",5.847,5.214,5.098,3.968,1.673,3.329,1.581,1.035,0.565,0.093
"Glyma.13G037100",1.338,0.978,0.732,0.842,0.923,0.716,0.892,0.925,3.518,14.738
"Glyma.13G041300",0,0,0,0,0,0.005,0,0.016,0.143,1.579
"Glyma.13G046000",0.207,0.202,0.154,0.161,0.536,0.196,0.533,0.591,2.44,8.55
"Glyma.13G046500",12.761,7.312,4.495,3.351,3.265,3.475,2.664,2.391,1.862,0.491
"Glyma.13G049700",36.483,30.168,21.842,20.569,9.764,13.941,9.92,7.23,4.24,0.527
"Glyma.13G051000",22.445,12.505,8.064,6.689,5.814,5.063,4.327,1.724,0.46,0.1
"Glyma.13G055400",140.235,82.866,44.46,43.101,27.629,42.068,34.022,27.771,19.828,2.438
"Glyma.13G059500",27.947,15.711,10.528,8.837,3.508,6.447,6.23,4.186,0.945,0.183
"Glyma.13G061100",48.996,30.717,16.007,11.088,10.525,12.062,8.363,10.71,12.249,4.573
"Glyma.13G066900",5.997,3.101,1.355,1.491,1.222,1.399,1.515,1.397,3.288,18.059
"Glyma.13G068100",6.417,4.151,4.033,3.388,1.993,2.714,2.076,1.159,1.147,0.201
"Glyma.13G070900",0.003,0.004,0.002,0.004,0.006,0.002,0.007,0.036,0.09,3.465
"Glyma.13G071600",2.753,2.287,1.594,1.844,1.675,2.417,2.63,3.399,2.933,1.13
"Glyma.13G071800",37.638,38.373,33.388,28.142,8.416,18.116,10.203,7.128,7.068,1.353
"Glyma.13G079900",26.833,20.923,11.99,8.783,7.035,10.523,3.702,2.244,0.298,0.694
"Glyma.13G080500",52.323,39.066,22.971,20.08,10.646,16.639,8.971,5.536,1.196,0.022
"Glyma.13G083400",11.953,11.304,8.917,9.019,7.566,8.27,6.662,4.524,2.679,5.986
"Glyma.13G084600",9.187,4.846,2.517,3.183,1.751,2.721,2.687,1.396,1.247,0.214
"Glyma.13G092000",4.492,2.757,1.07,0.822,0.542,0.653,0.374,0.269,0.135,0
"Glyma.13G092500",0.036,0.023,0,0,0.055,0.011,0.022,0.131,0.24,15.688
"Glyma.13G094000",36.018,26.856,25.932,23.767,16.655,25.084,19.936,17.335,11.771,5.02
"Glyma.13G094800",26.578,20.528,15.379,17.37,18.392,16.034,14.688,11.678,11.412,12.558
"Glyma.13G096100",7.752,7.112,4.884,3.873,3.139,4.501,3.07,2.725,2.714,0.622
"Glyma.13G097500",18.407,14.328,10.79,8.857,6.512,7.862,6.989,5.346,4.397,1.384
"Glyma.13G100000",1.36,0.83,0.476,0.468,0.339,0.492,0.577,0.456,0.846,9.695
"Glyma.13G100600",4.838,3.229,2.839,2.502,0.827,1.779,0.912,0.725,0.723,0.386
"Glyma.13G105300",11.098,9.305,7.188,6.65,4.61,5.16,5.805,4.961,6.233,3.626
"Glyma.13G105700",0.23,0.262,0.308,0.981,10.488,2.373,11.951,18.344,86.616,222.371
"Glyma.13G107400",20.292,16.301,13.766,12.179,5.544,8.902,5.247,4.233,4.926,4.011
"Glyma.13G107500",3.229,3.401,3.046,5.537,5.515,6.357,8.206,9.449,18.782,39.652
"Glyma.13G110800",43.838,28.252,12.558,10.034,6.017,7.427,5.062,2.553,2.644,1.257
"Glyma.13G111900",14.886,12.6,10.093,8.628,7.35,8.541,6.776,6.6,5.262,6.804
"Glyma.13G112000",8.099,3.462,1.117,0.648,1.137,0.899,1.522,1.458,1.59,0.808
"Glyma.13G112700",36.433,27.644,18.578,18.473,10.959,15.971,11.236,6.443,4.106,0.602
"Glyma.13G115800",45.585,31.089,30.298,23.067,18.606,19.052,13.766,9.522,8.448,3.612
"Glyma.13G117500",3.292,1.585,0.676,0.566,1.323,0.715,2.35,3.153,8.778,21.798
"Glyma.13G117700",1.443,2.039,2.054,2.098,0.866,1.123,0.976,1.017,2.205,18.95
"Glyma.13G119500",0.216,0.203,0.19,0.416,0.493,0.376,0.537,1.391,1.376,2.207
"Glyma.13G120000",9.768,7.684,5.893,4.954,2.295,3.728,2.698,1.206,0.485,0.139
"Glyma.13G127400",77.135,54.679,32.149,19.885,11.177,17.663,10.621,9.726,8.255,5.708
"Glyma.13G128700",6.235,5.417,6.475,7.29,6.526,5.991,5.344,3.459,3.75,1.653
"Glyma.13G131400",0.248,0.318,0.431,0.809,1.292,1.287,1.576,2.187,5.068,21.716
"Glyma.13G131900",14.079,8.48,4.808,4.342,3.411,3.646,2.898,1.75,1.59,0.5
"Glyma.13G133000",0,0,0,0,0.027,0,0.049,0.313,1.47,59.749
"Glyma.13G133900",70.49,34.773,19.098,13.491,6.672,6.751,7.094,3.332,1.546,0.534
"Glyma.13G135800",8.885,4.7,3.484,3.006,1.006,1.548,1.549,1.089,1.817,2.246
"Glyma.13G146800",2.656,2.28,1.594,1.822,2.795,2.085,5.161,5.159,16.971,66.102
"Glyma.13G151000",31.557,32.329,26.95,23.737,9.708,12.479,7.003,3.894,2.407,7.532
"Glyma.13G156800",9.791,7.59,8.856,6.062,7.682,9.576,7.521,7.909,5.657,0.962
"Glyma.13G157800",29.352,23.262,13.761,12.669,4.791,9.899,4.676,3.119,1.198,1.039
"Glyma.13G158200",0.365,0.537,0.561,0.449,0.815,0.663,0.945,1.83,10.588,25.796
"Glyma.13G162800",60.306,52.662,34.955,19.792,12.772,13.215,15,9.564,10.585,2.713
"Glyma.13G166200",30.75,29.086,24.682,20.567,12.206,14.256,7.722,3.842,1.238,1.527
"Glyma.13G169300",16.278,10.41,6.581,6.624,2.484,8.008,3.377,1.179,0.395,0.195
"Glyma.13G174300",0.006,0.002,0.005,0.006,0.005,0.004,0.017,0.116,0.898,37.776
"Glyma.13G180100",12.908,8.658,5.826,5.073,3.685,4.739,3.074,1.932,1.792,0.442
"Glyma.13G181200",23.421,16.151,12.348,10.036,8.343,9.048,7.433,5.492,9.071,11.392
"Glyma.13G189500",59.001,84.212,91.216,93.618,75.451,108.164,74.071,66.62,108.58,136.839
"Glyma.13G189600",3.843,2.575,1.295,0.833,0.178,1.434,0.385,0.298,0.314,0.108
"Glyma.13G192400",18.842,16.173,11.868,10.448,7.17,9.84,5.969,4.168,2.533,1.945
"Glyma.13G198700",4.856,4.031,3.96,7.104,7.039,7.236,5.639,3.49,2.72,0.486
"Glyma.13G200400",0.581,0.351,0.246,0.236,0.287,0.171,0.44,0.311,0.621,3.832
"Glyma.13G202800",54.292,35.121,21.107,17.904,17.755,16.985,15.843,15.787,15.247,4.088
"Glyma.13G204800",8.548,6.186,1.717,1.376,0.134,0.674,0.213,0.171,0.037,0.009
"Glyma.13G205300",15.036,11.844,11.392,10.269,8.616,10.468,7.703,5.24,2.279,0.024
"Glyma.13G206500",38.885,36.722,22.691,23.977,12.036,16.174,14.225,10.566,7.232,1.398
"Glyma.13G208400",48.879,32.354,23.861,19.748,16.361,17.44,15.81,12.834,12.005,4.028
"Glyma.13G212700",24.172,15.765,9.722,5.505,3.595,4.824,3.627,2.014,1.411,0.367
"Glyma.13G213900",0.008,0.006,0.002,0.003,0.006,0.009,0.015,0.009,0.003,0
"Glyma.13G214200",4.097,2.688,1.298,0.869,0.525,0.917,0.5,0.32,0.259,0.125
"Glyma.13G215600",1.242,0.602,0.137,0.2,0.049,0.106,0.076,0.08,1.227,21.981
"Glyma.13G217400",0.999,0.517,0.458,0.548,1.417,1.103,0.961,2.181,7.218,29.292
"Glyma.13G218800",2.125,1.885,1.446,1.727,2.14,1.485,1.621,1.668,4.557,24.51
"Glyma.13G220000",23.337,15.916,9.819,5.027,2.249,3.391,2.251,1.695,2.641,1.811
